mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_min_child_weight,param_max_depth,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
2957.262377580007,9.818203103084736,16.49145746231079,3.3475090414194946,1.0,5,3,5,1.0,"{'subsample': 1.0, 'min_child_weight': 5, 'max_depth': 3, 'gamma': 5, 'colsample_bytree': 1.0}",0.6371153348788214,0.6350044023755523,0.6379790952261453,0.6366996086800538,0.0012494849774849063,5,0.6525870841067956,0.6532408388200168,0.650926076552636,0.6522513331598162,0.0009743639335213077
4497.853479862213,42.089171703685686,21.42048970858256,1.6124209283257864,0.6,1,5,1.5,0.8,"{'subsample': 0.6, 'min_child_weight': 1, 'max_depth': 5, 'gamma': 1.5, 'colsample_bytree': 0.8}",0.6404065933401081,0.6373350260893024,0.6414675518272716,0.6397363875142608,0.0017523929157161285,1,0.6966337621058156,0.7002557508183345,0.6973331476660032,0.6980742201967178,0.0015687770035366728
4239.529466152191,79.06452075411367,21.716307481129963,0.8664408589901922,0.8,5,5,1,0.8,"{'subsample': 0.8, 'min_child_weight': 5, 'max_depth': 5, 'gamma': 1, 'colsample_bytree': 0.8}",0.6398051582842278,0.6370710450574708,0.6416470119316675,0.6395077348350703,0.0018799307637594833,2,0.6908918769332936,0.6941143379912493,0.6909033983160041,0.6919698710801824,0.0015163743897997394
2966.089559396108,8.133233033780646,24.565954208374023,8.482185162861482,1.0,5,5,5,0.6,"{'subsample': 1.0, 'min_child_weight': 5, 'max_depth': 5, 'gamma': 5, 'colsample_bytree': 0.6}",0.6388749760587662,0.6361314834162418,0.6405710517060754,0.638525833628793,0.0018291825266379244,4,0.6804590263491188,0.6843918332765757,0.6811395805707986,0.6819968133988311,0.0017161737816541425
3517.535773674647,356.37122844240054,11.016753832499186,1.698897964021076,0.8,1,4,1,1.0,"{'subsample': 0.8, 'min_child_weight': 1, 'max_depth': 4, 'gamma': 1, 'colsample_bytree': 1.0}",0.6391951192064823,0.6360697806075886,0.6408336022891676,0.6386994971203721,0.0019761453888208326,3,0.6714366871850089,0.6737951260248194,0.6715600246866656,0.672263945965498,0.0010838780113943786
